rfam_acc,description,rna_type,number_seqs,number_of_columns,number_residues,average_length,percent_identity,source
RF01420,Small nucleolar RNA snoR113,Gene; snRNA; snoRNA; CD-box;,5,119,515,103.0,72,Rfam seed
RF01421,small nucleolar RNA snoR114,Gene; snRNA; snoRNA; CD-box;,24,104,2129,88.7,64,Rfam seed
RF01422,small nucleolar RNA snoR116,Gene; snRNA; snoRNA; CD-box;,5,97,432,86.4,72,Rfam seed
RF01423,small nucleolar RNA snoR117,Gene; snRNA; snoRNA; CD-box;,6,93,474,79.0,68,Rfam seed
RF01424,small nucleolar RNA snoR118,Gene; snRNA; snoRNA; CD-box;,8,102,693,86.6,74,Rfam seed
RF01425,small nucleolar RNA snoR121,Gene; snRNA; snoRNA; CD-box;,2,88,173,86.5,88,Rfam seed
RF01426,small nucleolar RNA snoR126,Gene; snRNA; snoRNA; CD-box;,4,114,398,99.5,65,Rfam seed
RF01427,small nucleolar RNA snoR127,Gene; snRNA; snoRNA; CD-box;,3,152,399,133.0,80,Rfam seed
RF01428,small nucleolar RNA snoR128,Gene; snRNA; snoRNA; CD-box;,5,101,436,87.2,74,Rfam seed
RF01429,small nucleolar RNA snoR130,Gene; snRNA; snoRNA; CD-box;,2,122,239,119.5,86,Rfam seed
RF01430,small nucleolar RNA snoR134,Gene; snRNA; snoRNA; HACA-box;,5,156,731,146.2,68,Rfam seed
RF01431,small nucleolar RNA snoR135,Gene; snRNA; snoRNA; HACA-box;,6,167,877,146.2,73,Rfam seed
RF01432,small nucleolar RNA snoR143,Gene; snRNA; snoRNA; HACA-box;,3,180,510,170.0,61,Rfam seed
RF01433,small nucleolar RNA snoR137,Gene; snRNA; snoRNA; HACA-box;,4,159,583,145.8,74,Rfam seed
RF01434,small nucleolar RNA snR3,Gene; snRNA; snoRNA; HACA-box;,3,168,499,166.3,78,Rfam seed
RF01435,small nucleolar RNA snR5,Gene; snRNA; snoRNA; HACA-box;,3,143,426,142.0,81,Rfam seed
RF01436,small nucleolar RNA snR33,Gene; snRNA; snoRNA; HACA-box;,3,149,438,146.0,69,Rfam seed
RF01437,small nucleolar RNA snR10,Gene; snRNA; snoRNA; HACA-box;,2,167,334,167.0,100,Rfam seed
RF01438,small nucleolar RNA snR35,Gene; snRNA; snoRNA; HACA-box;,4,174,688,172.0,85,Rfam seed
RF01439,small nucleolar RNA snR36,Gene; snRNA; snoRNA; HACA-box;,2,164,328,164.0,100,Rfam seed
RF01440,small nucleolar RNA snR42,Gene; snRNA; snoRNA; HACA-box;,3,211,627,209.0,74,Rfam seed
RF01441,small nulceolar RNA snR46,Gene; snRNA; snoRNA; HACA-box;,2,168,336,168.0,100,Rfam seed
RF01442,small nucleolar RNA snR90,Gene; snRNA; snoRNA; HACA-box;,3,159,465,155.0,81,Rfam seed
RF01443,small nucleolar RNA snR91,Gene; snRNA; snoRNA; HACA-box;,2,144,288,144.0,99,Rfam seed
RF01444,small nucleolar RNA snR92,Gene; snRNA; snoRNA; HACA-box;,3,149,434,144.7,70,Rfam seed
RF01445,small nucleolar RNA snR94,Gene; snRNA; snoRNA; HACA-box;,3,216,632,210.7,74,Rfam seed
RF01446,small nucleolar RNA snR95,Gene; snRNA; snoRNA; HACA-box;,2,222,444,222.0,100,Rfam seed
RF01447,small nucleolar RNA snR98,Gene; snRNA; snoRNA; HACA-box;,2,212,424,212.0,100,Rfam seed
RF01448,small nucleolar RNA snR93,Gene; snRNA; snoRNA; HACA-box;,2,143,286,143.0,100,Rfam seed
RF01449,small nucleolar RNA snR100,Gene; snRNA; snoRNA; HACA-box;,3,193,555,185.0,68,Rfam seed
RF01450,small nucleolar RNA snR96,Gene; snRNA; snoRNA; HACA-box;,2,211,422,211.0,100,Rfam seed
RF01451,small nucleolar RNA snR97,Gene; snRNA; snoRNA; HACA-box;,3,148,443,147.7,100,Rfam seed
RF01452,small nucleolar RNA snR99,Gene; snRNA; snoRNA; HACA-box;,5,192,934,186.8,84,Rfam seed
RF01453,3'TE-DR1 translation enhancer element,Cis-reg;,3,138,414,138.0,89,Rfam seed
RF01454,5'UTR enhancer element,Cis-reg;,3,123,365,121.7,82,Rfam seed
RF01455,Stem loopII regulatory element in POLB,Cis-reg;,19,86,1623,85.4,85,Rfam seed
RF01456,Vibrio regulatory RNA of OmpA,Gene; antisense;,11,141,1513,137.5,86,Rfam seed
RF01457,Listeria sRNA rli22,Gene; sRNA;,6,111,663,110.5,98,Rfam seed
RF01458,Listeria snRNA rli23,Gene; antisense;,7,98,686,98.0,79,Rfam seed
RF01459,Listeria sRNA rliE,Gene; sRNA;,4,228,891,222.8,82,Rfam seed
RF01460,Listeria sRNA rliH,Gene; sRNA;,3,429,1287,429.0,93,Rfam seed
RF01461,Listeria sRNA rli22,Gene; sRNA;,6,158,948,158.0,94,Rfam seed
RF01462,Listeria sRNA rli26,Gene; sRNA;,5,188,933,186.6,94,Rfam seed
RF01463,Listeria sRNA rli27,Gene; sRNA;,3,100,297,99.0,94,Rfam seed
RF01464,Listeria sRNA rliA,Gene; sRNA;,4,226,897,224.2,94,Rfam seed
RF01465,Listeria sRNA rli31,Gene; sRNA;,3,116,346,115.3,89,Rfam seed
RF01466,Listeria sRNA rli34,Gene; sRNA;,5,84,420,84.0,87,Rfam seed
RF01467,Listeria sRNA rli36,Gene; sRNA;,6,84,504,84.0,95,Rfam seed
RF01468,Listeria sRNA rli32,Gene; sRNA;,5,151,735,147.0,93,Rfam seed
RF01469,Listeria sRNA rli33,Gene; sRNA;,3,536,1600,533.3,95,Rfam seed
RF01470,Listeria sRNA rli38,Gene; sRNA;,20,178,2885,144.2,62,Rfam seed
RF01471,Listeria sRNA rliB,Gene; sRNA;,4,372,1432,358.0,70,Rfam seed
RF01472,Listeria sRNA rli40,Gene; sRNA;,4,264,1051,262.8,87,Rfam seed
RF01473,Listeria sRNA rli41,Gene; sRNA;,6,495,2964,494.0,93,Rfam seed
RF01474,Listeia sRNA rli42,Gene; sRNA;,4,172,683,170.8,95,Rfam seed
RF01475,Listeria snRNA rli45,Gene; antisense;,6,78,467,77.8,85,Rfam seed
RF01476,Listeria sRNA rliF,Gene; sRNA;,5,221,1060,212.0,76,Rfam seed
RF01477,Listeria sRNA rli43,Gene; sRNA;,4,255,1016,254.0,93,Rfam seed
RF01478,Listeria sRNA rli47,Gene; sRNA;,9,514,4579,508.8,97,Rfam seed
RF01479,Listeria sRNA rli48,Gene; sRNA;,3,151,448,149.3,87,Rfam seed
RF01480,Listeria sRNA rli52,Cis-reg;,6,97,572,95.3,95,Rfam seed
RF01481,Listeria sRNA rli53,Cis-reg;,5,176,868,173.6,96,Rfam seed
RF01482,AdoCbl riboswitch,Cis-reg; riboswitch;,7,161,1045,149.3,63,Rfam seed
RF01483,Listeria sRNA rli56,Cis-reg;,6,100,600,100.0,98,Rfam seed
RF01484,Listeria sRNA rli59,Cis-reg;,5,181,905,181.0,96,Rfam seed
RF01485,Listeria sRNA rli61,Cis-reg;,4,107,424,106.0,99,Rfam seed
RF01486,Listeria sRNA rli62,Cis-reg;,2,135,265,132.5,59,Rfam seed
RF01487,Listeria sRNA rliI,Gene; sRNA;,5,239,1195,239.0,98,Rfam seed
RF01488,Listeria sRNA rli49,Gene; sRNA;,5,163,815,163.0,92,Rfam seed
RF01489,Listeria sRNA sbrA,Gene; sRNA;,6,71,424,70.7,91,Rfam seed
RF01490,Listeria snRNA rli51,Cis-reg;,9,127,1087,120.8,92,Rfam seed
RF01491,Listeria sRNA rli54,Cis-reg;,5,529,2640,528.0,96,Rfam seed
RF01492,Listeria sRNA rli28,Gene; sRNA;,21,221,3852,183.4,54,Rfam seed
RF01493,Listeria sRNA rli37,Gene; sRNA;,4,249,987,246.8,96,Rfam seed
RF01494,Listeria sRNA rliD,Gene; antisense;,9,334,2943,327.0,97,Rfam seed
RF01495,Human acetyl-coA cholesterol acyltransferase mRNA,Cis-reg;,8,165,1190,148.8,80,Rfam seed
RF01496,A. fumigatus sRNA Afu_182,Gene; sRNA;,19,254,3705,195.0,64,Rfam seed
RF01497,ALIL pseudoknot,Cis-reg;,26,118,3028,116.5,68,Rfam seed
RF01498,A. fumigatus snoRNA Afu_190,Gene; snRNA; snoRNA; CD-box;,3,103,298,99.3,60,Rfam seed
RF01499,A. fumigatus snoRNA Afu_191,Gene; snRNA; snoRNA; CD-box;,7,112,664,94.9,75,Rfam seed
RF01500,A. fumigatus snoRNA Afu_198,Gene; snRNA; snoRNA; CD-box;,6,155,849,141.5,57,Rfam seed
RF01501,A. fimigatus snoRNA Afu_199,Gene; snRNA; snoRNA; CD-box;,3,79,230,76.7,71,Rfam seed
RF01502,Fungal signal recognition particle RNA,Gene;,50,754,17222,344.4,40,Rfam seed
RF01503,A. fumigatus sRNA Afu_203,Gene; sRNA;,3,111,332,110.7,92,Rfam seed
RF01504,A. fumigatus sRNA Afu_254,Gene; sRNA;,6,167,931,155.2,56,Rfam seed
RF01505,A. fumigatus snoRNA Afu_264,Gene; snRNA; snoRNA; CD-box;,5,104,506,101.2,69,Rfam seed
RF01506,A. fumigatus snoRNA Afu_294,Gene; snRNA; snoRNA; CD-box;,10,89,820,82.0,71,Rfam seed
RF01507,A. fimigatus snoRNA Afu_298,Gene; snRNA; snoRNA; CD-box;,3,97,280,93.3,80,Rfam seed
RF01508,Barley yellow dwarf virus 5'UTR,Cis-reg;,4,154,598,149.5,82,Rfam seed
RF01509,A. fumigatus snoRNA Afu_300,Gene; snRNA; snoRNA; CD-box;,10,95,901,90.1,73,Rfam seed
RF01510,M. florum riboswitch,Cis-reg; riboswitch;,3,64,190,63.3,74,Rfam seed
RF01511,A. fumigatus snoRNA Afu_304,Gene; snRNA; snoRNA; CD-box;,5,113,539,107.8,73,Rfam seed
RF01512,A. fumigatus sRNA Afu_309,Gene; sRNA;,10,384,3111,311.1,62,Rfam seed
RF01513,A. fumigatus snoRNA Afu_335,Gene; snRNA; snoRNA; CD-box;,5,98,477,95.4,76,Rfam seed
RF01514,A. fumigatus snoRNA Afu_513,Gene; snRNA; snoRNA; CD-box;,7,108,703,100.4,77,Rfam seed
RF01515,A. fumigatus snoRNA Afu_514,Gene; snRNA; snoRNA; CD-box;,5,107,528,105.6,72,Rfam seed
RF01516,Human herpesvirus 1 small nucleolar RNA,Gene; snRNA; snoRNA; CD-box;,2,65,130,65.0,83,Rfam seed
RF01517,iscR stability element,Cis-reg;,4,111,438,109.5,87,Rfam seed
RF01518,"NoRC associated RNA, pRNA",Gene;,23,108,2034,88.4,56,Rfam seed
RF01519,Caulobacter sRNA CC0196,Gene; sRNA;,2,58,116,58.0,100,Rfam seed
RF01520,caulobacter sRNA CC0734,Gene; sRNA;,2,95,190,95.0,83,Rfam seed
RF01521,caulobacter sRNA CC1840,Gene; sRNA;,3,102,289,96.3,71,Rfam seed
RF01522,Trypanosomatid snoRNA TB10Cs1H1,Gene; snRNA; snoRNA; HACA-box;,4,72,282,70.5,85,Rfam seed
RF01523,Trypanosomatid snoRNA TB10Cs1H2,Gene; snRNA; snoRNA; HACA-box;,5,67,323,64.6,80,Rfam seed
RF01524,Trypanosomatid snoRNA TB10cs1H3,Gene; snRNA; snoRNA; HACA-box;,5,77,367,73.4,81,Rfam seed
RF01525,Trypanosomatid snoRNA TB10Cs2H1,Gene; snRNA; snoRNA; HACA-box;,4,69,270,67.5,72,Rfam seed
RF01526,C. elegans snoRNA ceN106,Gene; snRNA; snoRNA; CD-box;,3,81,233,77.7,94,Rfam seed
RF01527,Caulobacter sRNA CrfA,Gene; sRNA;,2,136,271,135.5,90,Rfam seed
RF01528,caulobacter sRNA CC3513,Gene; sRNA;,2,176,344,172.0,81,Rfam seed
RF01529,Cauldobacter sRNA CC3552,Gene; sRNA;,2,106,210,105.0,71,Rfam seed
RF01530,Caulobacter sRNA CC3664,Gene; sRNA;,2,136,272,136.0,100,Rfam seed
RF01531,Trypanosomatid snoRNA TB10Cs3H1,Gene; snRNA; snoRNA; HACA-box;,4,67,256,64.0,81,Rfam seed
RF01532,Trypanosomatid snoRNA TB10Cs3H2,Gene; snRNA; snoRNA; HACA-box;,6,73,419,69.8,78,Rfam seed
RF01533,Trypanosomatid snoRNA TB10Cs4H3,Gene; snRNA; snoRNA; HACA-box;,3,70,201,67.0,72,Rfam seed
RF01534,Trypanosomatid snoRNA TB10Cs4H4,Gene; snRNA; snoRNA; HACA-box;,2,66,129,64.5,78,Rfam seed
RF01535,Trypanosomatid snoRNA TB10Cs5H2,Gene; snRNA; snoRNA; HACA-box;,5,79,369,73.8,73,Rfam seed
RF01536,Trypanosomatid snoRNA TB10Cs5H3,Gene; snRNA; snoRNA; HACA-box;,7,75,493,70.4,69,Rfam seed
RF01537,Trypanosomatid snoRNA TB11Cs2H1,Gene; snRNA; snoRNA; HACA-box;,7,73,495,70.7,74,Rfam seed
RF01538,Trypanosomatid snoRNA TB11Cs3H1,Gene; snRNA; snoRNA; HACA-box;,4,73,289,72.2,75,Rfam seed
RF01539,Trypanosomatid snoRNA TB11Cs4H1,Gene; snRNA; snoRNA; HACA-box;,5,73,357,71.4,77,Rfam seed
RF01540,Trypanosomatid snoRNA TB11Cs4H2,Gene; snRNA; snoRNA; HACA-box;,6,65,384,64.0,75,Rfam seed
RF01541,Trypanosomatid snoRNA TB11Cs4H3,Gene; snRNA; snoRNA; HACA-box;,3,76,224,74.7,76,Rfam seed
RF01542,Trypanosomatid snoRNA TB11Cs5H1,Gene; snRNA; snoRNA; HACA-box;,2,71,141,70.5,74,Rfam seed
RF01543,Trypanosomatid snoRNA TB11Cs5H2,Gene; snRNA; snoRNA; HACA-box;,5,70,335,67.0,72,Rfam seed
RF01544,Trypanosomatid snoRNA TB11Cs5H3,Gene; snRNA; snoRNA; HACA-box;,5,79,338,67.6,65,Rfam seed
RF01545,Trypanosomatid snoRNA TB3Cs2H1,Gene; snRNA; snoRNA; HACA-box;,2,69,136,68.0,78,Rfam seed
RF01546,Trypanosomatid snoRNA TB6Cs1H1,Gene; snRNA; snoRNA; HACA-box;,6,68,400,66.7,79,Rfam seed
RF01547,Trypanosomatid snoRNA TB6Cs1H3,Gene; snRNA; snoRNA; HACA-box;,5,67,321,64.2,78,Rfam seed
RF01548,Trypanosomatid snoRNA TB6Cs1H4,Gene; snRNA; snoRNA; HACA-box;,4,77,298,74.5,79,Rfam seed
RF01549,Trypanosomatid snoRNA TB8Cs2H1,Gene; snRNA; snoRNA; HACA-box;,6,67,377,62.8,70,Rfam seed
RF01550,Trypanosomatid snoRNA TB8Cs3H1,Gene; snRNA; snoRNA; HACA-box;,7,63,441,63.0,78,Rfam seed
RF01551,Trypanosomatid snoRNA TB8Cs4H2,Gene; snRNA; snoRNA; HACA-box;,2,71,138,69.0,69,Rfam seed
RF01552,Trypanosomatid snoRNA TB9Cs1H2,Gene; snRNA; snoRNA; HACA-box;,5,86,398,79.6,79,Rfam seed
RF01553,Trypanosomatid snoRNA TB9Cs1H3,Gene; snRNA; snoRNA; HACA-box;,3,67,196,65.3,74,Rfam seed
RF01554,Trypanosomatid snoRNA TB9Cs2H1,Gene; snRNA; snoRNA; HACA-box;,4,70,269,67.2,85,Rfam seed
RF01555,Trypanosomatid snoRNA TB9Cs3H1,Gene; snRNA; snoRNA; HACA-box;,6,73,410,68.3,69,Rfam seed
RF01556,Trypanosomatid snoRNA TB9Cs3H2,Gene; snRNA; snoRNA; HACA-box;,3,64,189,63.0,75,Rfam seed
RF01557,Trypanosomatid snoRNA TB9Cs4H1,Gene; snRNA; snoRNA; HACA-box;,4,67,255,63.8,72,Rfam seed
RF01558,Trypanosomatid snoRNA TB9Cs4H2,Gene; snRNA; snoRNA; HACA-box;,5,74,359,71.8,84,Rfam seed
RF01559,Dictyostelium snoRNA DdR1,Gene; snRNA; snoRNA; CD-box;,3,76,208,69.3,85,Rfam seed
RF01560,Dictyostelium snoRNA DdR10,Gene; snRNA; snoRNA; CD-box;,4,88,327,81.8,82,Rfam seed
RF01561,Dictyostelium snoRNA DdR11,Gene; snRNA; snoRNA; CD-box;,3,76,225,75.0,89,Rfam seed
RF01562,D. discoideum snoRNA DdR12,Gene; snRNA; snoRNA; CD-box;,2,75,150,75.0,100,Rfam seed
RF01563,Dictyostelium snoRNA DdR13,Gene; snRNA; snoRNA; CD-box;,3,82,236,78.7,82,Rfam seed
RF01564,D. discoideum snoRNA DdR14,Gene; snRNA; snoRNA; CD-box;,2,65,130,65.0,100,Rfam seed
RF01565,Dictyostelium snoRNA DdR15,Gene; snRNA; snoRNA; CD-box;,3,115,339,113.0,85,Rfam seed
RF01566,Dictyostelium snoRNA DdR16,Gene; snRNA; snoRNA; CD-box;,4,83,308,77.0,84,Rfam seed
RF01567,D. discoideum snoRNA DdR17,Gene; snRNA; snoRNA; CD-box;,2,70,140,70.0,100,Rfam seed
RF01568,Dictyostelium snoRNA DdR18,Gene; snRNA; snoRNA; HACA-box;,3,154,439,146.3,80,Rfam seed
RF01569,Dictyostelium snoRNA DdR2,Gene; snRNA; snoRNA; CD-box;,3,84,249,83.0,85,Rfam seed
RF01570,Dictyostelium signal recognition particle,Gene; snRNA;,3,289,844,281.3,72,Rfam seed
RF01572,Dictyostelium snoRNA DdR4,Gene; snRNA; snoRNA; CD-box;,3,106,318,106.0,86,Rfam seed
RF01573,Dictyostelium snoRNA DdR5,Gene; snRNA; snoRNA; CD-box;,3,83,245,81.7,95,Rfam seed
RF01574,Dictyostelium snoRNA DdR6,Gene; snRNA; snoRNA; CD-box;,3,88,257,85.7,91,Rfam seed
RF01575,Dictyostelium snoRNA Dd7,Gene; snRNA; snoRNA; CD-box;,3,102,298,99.3,85,Rfam seed
RF01576,D. discoideum snoRNA DdR8,Gene; snRNA; snoRNA; CD-box;,2,88,176,88.0,100,Rfam seed
RF01577,Plasmodium RNase_P,Gene; ribozyme;,2,626,1241,620.5,100,Rfam seed
RF01578,Plasmodium RNA of unkown function RUF1,Gene; sRNA;,3,265,766,255.3,99,Rfam seed
RF01579,Plasmodium RNA of unknown function RUF2,Gene; sRNA;,3,163,465,155.0,79,Rfam seed
RF01580,Plasmodium RNA of unkown function RU6-F3,Gene; sRNA;,3,193,565,188.3,93,Rfam seed
RF01581,Plasmodium RNA of unknown function RUF6-5,Gene; sRNA;,20,164,3103,155.2,82,Rfam seed
RF01582,RNA of unknown function RUF4,Gene; sRNA;,2,277,552,276.0,96,Rfam seed
RF01583,small nucleolar RNA snoR01,Gene; snRNA; snoRNA; CD-box;,3,86,251,83.7,78,Rfam seed
RF01584,small nucleolar RNA snoR03,Gene; snRNA; snoRNA; HACA-box;,2,163,312,156.0,76,Rfam seed
RF01585,small nucleolar RNA snoR07,Gene; snRNA; snoRNA; CD-box;,4,90,348,87.0,86,Rfam seed
RF01586,small nucleolar RNA snoR09,Gene; snRNA; snoRNA; CD-box;,3,90,258,86.0,94,Rfam seed
RF01587,small nucleolar RNA snoR10,Gene; snRNA; snoRNA; CD-box;,4,79,291,72.8,90,Rfam seed
RF01588,small nucleolar RNA snoR13,Gene; snRNA; snoRNA; CD-box;,4,108,416,104.0,85,Rfam seed
RF01589,small nucleolar RNA snoR11,Gene; snRNA; snoRNA; HACA-box;,2,207,410,205.0,97,Rfam seed
RF01590,small nucleolar RNA snoR14,Gene; snRNA; snoRNA; CD-box;,4,134,509,127.2,85,Rfam seed
RF01591,small nucleolar RNA snoR15,Gene; snRNA; snoRNA; CD-box;,4,135,514,128.5,81,Rfam seed
RF01592,small nucleolar RNA snoR17,Gene; snRNA; snoRNA; CD-box;,5,83,392,78.4,86,Rfam seed
RF01593,small nucleolar RNA snoR16,Gene; snRNA; snoRNA; CD-box;,3,130,382,127.3,77,Rfam seed
RF01594,small nucleolar RNA snoR18,Gene; snRNA; snoRNA; CD-box;,3,95,272,90.7,84,Rfam seed
RF01595,small nucleolar RNA snoR19,Gene; snRNA; snoRNA; CD-box;,4,104,398,99.5,79,Rfam seed
RF01596,small nucleolar RNA snoR20,Gene; snRNA; snoRNA; CD-box;,2,82,162,81.0,86,Rfam seed
RF01597,small nucleolar RNA snoR22,Gene; snRNA; snoRNA; CD-box;,3,83,245,81.7,91,Rfam seed
RF01598,small nucleolar RNA snoR23,Gene; snRNA; snoRNA; CD-box;,3,85,252,84.0,86,Rfam seed
RF01599,small nucleolar RNA snoR24,Gene; snRNA; snoRNA; CD-box;,4,88,325,81.2,80,Rfam seed
RF01600,small nucleolar RNA snoR25,Gene; snRNA; snoRNA; CD-box;,4,71,277,69.2,91,Rfam seed
RF01601,small nucleolar RNA snoR26,Gene; snRNA; snoRNA; CD-box;,3,162,469,156.3,93,Rfam seed
RF01602,small nucleolar RNA snoR27,Gene; snRNA; snoRNA; HACA-box;,4,154,579,144.8,83,Rfam seed
RF01603,small nucleolar RNA snoR29,Gene; snRNA; snoRNA; CD-box;,3,87,252,84.0,85,Rfam seed
RF01604,small nucleolar RNA snoR28,Gene; snRNA; snoRNA; CD-box;,3,80,236,78.7,85,Rfam seed
RF01605,small nucleolar RNA snoR30,Gene; snRNA; snoRNA; CD-box;,3,79,227,75.7,86,Rfam seed
RF01606,small nucleolar RNA snoR31,Gene; snRNA; snoRNA; HACA-box;,3,147,432,144.0,81,Rfam seed
RF01607,C. elegans snoRNA ceN100,Gene; snRNA; snoRNA; HACA-box;,4,135,526,131.5,80,Rfam seed
RF01608,Caenorhabditis snoRNA ceN80,Gene; snRNA; snoRNA; HACA-box;,4,153,564,141.0,74,Rfam seed
RF01609,Caenorhabditis snoRNA ceN103,Gene; snRNA; snoRNA; CD-box;,4,120,451,112.8,78,Rfam seed
RF01610,Caenorhabditis snoRNA ceN104,Gene; snRNA; snoRNA; HACA-box;,5,213,822,164.4,67,Rfam seed
RF01611,Caenorhabditis snoRNA ceN108,Gene; snRNA; snoRNA; CD-box;,3,75,215,71.7,88,Rfam seed
RF01612,Nematode snoRNA ceN105,Gene; snRNA; snoRNA; HACA-box;,3,152,420,140.0,66,Rfam seed
RF01613,Nematode snoRNA ceN109,Gene; snRNA; snoRNA; CD-box;,3,71,205,68.3,83,Rfam seed
RF01614,Caenorhabditis snoRNA ceN110,Gene; snRNA; snoRNA; HACA-box;,3,127,377,125.7,87,Rfam seed
RF01615,Nematode snoRNA ceN111,Gene; snRNA; snoRNA; CD-box;,3,71,210,70.0,88,Rfam seed
RF01617,Caenorhabditis snoRNA ceN113,Gene; snRNA; snoRNA; CD-box;,2,131,236,118.0,82,Rfam seed
RF01618,Nematode snoRNA ceN114,Gene; snRNA; snoRNA; CD-box;,3,63,187,62.3,98,Rfam seed
RF01619,C. elegans sRNA ceN115,Gene; sRNA;,2,159,318,159.0,100,Rfam seed
RF01620,Nematode snoRNA ceN125,Gene; snRNA; snoRNA; HACA-box;,4,142,542,135.5,82,Rfam seed
RF01621,Caenorhabditis snoRNA ceN126,Gene; snRNA; snoRNA; HACA-box;,3,132,393,131.0,89,Rfam seed
RF01622,Nematode snoRNA ceN22,Gene; snRNA; snoRNA; CD-box;,2,76,151,75.5,95,Rfam seed
RF01623,Caenorhabditis sRNA ceN23-1,Gene; sRNA;,3,101,301,100.3,94,Rfam seed
RF01624,Nematode snoRNA ceN27,Gene; snRNA; snoRNA; CD-box;,2,80,160,80.0,90,Rfam seed
RF01625,Caenorhabditis snoRNA ceN28,Gene; snRNA; snoRNA; CD-box;,4,89,351,87.8,91,Rfam seed
RF01626,Caenorhabditis snoRNA ceN30,Gene; snRNA; snoRNA; CD-box;,4,73,290,72.5,90,Rfam seed
RF01627,Nematode snoRNA ceN36-1,Gene; snRNA; snoRNA; HACA-box;,5,134,653,130.6,88,Rfam seed
RF01628,Caenorhabditis snoRNA ceN38,Gene; snRNA; snoRNA; HACA-box;,3,142,414,138.0,85,Rfam seed
RF01629,Nematode snoRNA ceN39,Gene; snRNA; snoRNA; HACA-box;,4,132,523,130.8,90,Rfam seed
RF01630,Nematode snoRNA ceN40,Gene; snRNA; snoRNA; CD-box;,4,126,487,121.8,84,Rfam seed
RF01631,Caenorhabditis snoRNA ceN41,Gene; snRNA; snoRNA; HACA-box;,3,138,406,135.3,78,Rfam seed
RF01632,Caenorhabditis snoRNA ceN42,Gene; snRNA; snoRNA; HACA-box;,3,131,390,130.0,79,Rfam seed
RF01633,Caenorhabditis snoRNA ceN43,Gene; snRNA; snoRNA; HACA-box;,4,129,514,128.5,87,Rfam seed
RF01634,Caenorhabditis snoRNA ceN44,Gene; snRNA; snoRNA; CD-box;,3,74,219,73.0,95,Rfam seed
RF01635,Caenorhabditis snoRNA ceN45,Gene; snRNA; snoRNA; HACA-box;,4,129,507,126.8,79,Rfam seed
RF01636,Caenorhabditis snoRNA ceN46,Gene; snRNA; snoRNA; HACA-box;,3,125,370,123.3,91,Rfam seed
RF01637,Nematode snoRNA ceN47,Gene; snRNA; snoRNA; CD-box;,6,162,915,152.5,75,Rfam seed
RF01638,Caenorhabditis snoRNA ceN48,Gene; snRNA; snoRNA; HACA-box;,5,125,618,123.6,91,Rfam seed
RF01639,Caenorhabditis snoRNA ceN49,Gene; snRNA; snoRNA; HACA-box;,3,136,404,134.7,89,Rfam seed
RF01640,Caenorhabditis snoRNA ceN51,Gene; snRNA; snoRNA; HACA-box;,3,142,418,139.3,89,Rfam seed
RF01641,Caenorhabditis snoRNA ceN53,Gene; snRNA; snoRNA; CD-box;,3,74,221,73.7,90,Rfam seed
RF01642,Caenorhabditis snoRNA ceN54,Gene; snRNA; snoRNA; CD-box;,3,68,204,68.0,92,Rfam seed
RF01643,Caenorhabditis sRNA ceN56,Gene; sRNA;,4,132,501,125.2,83,Rfam seed
RF01644,Caenorhabditis snoRNA ceN59,Gene; snRNA; snoRNA; HACA-box;,3,143,413,137.7,72,Rfam seed
RF01645,Nematode snoRNA ceN58,Gene; snRNA; snoRNA; HACA-box;,3,140,418,139.3,88,Rfam seed
RF01646,Caenorhabditis snoRNA ceN63,Gene; snRNA; snoRNA; CD-box;,3,69,202,67.3,97,Rfam seed
RF01647,Caenorhabditis snoRNA ceN61,Gene; snRNA; snoRNA; CD-box;,4,76,296,74.0,93,Rfam seed
RF01648,Caenorhabditis snoRNA ceN65,Gene; snRNA; snoRNA; CD-box;,3,65,194,64.7,96,Rfam seed
RF01649,Caenorhabditis snoRNA ceN67,Gene; snRNA; snoRNA; HACA-box;,3,134,394,131.3,65,Rfam seed
RF01650,Caenorhabditis snoRNA ceN48,Gene; snRNA; snoRNA; HACA-box;,2,121,242,121.0,100,Rfam seed
RF01651,Caenorhabditis snoRNA ceN69,Gene; snRNA; snoRNA; CD-box;,4,107,423,105.8,92,Rfam seed
RF01652,Caenorhabditis snoRNA ceN70,Gene; snRNA; snoRNA; CD-box;,3,71,209,69.7,90,Rfam seed
RF01653,Caenorhabditis snoRNA ceN80,Gene; snRNA; snoRNA; HACA-box;,5,131,655,131.0,80,Rfam seed
RF01654,Caenorhabditis snoRNA ceN82,Gene; snRNA; snoRNA; HACA-box;,6,135,804,134.0,87,Rfam seed
RF01655,Caenorhabditis snoRNA ceN84,Gene; snRNA; snoRNA; HACA-box;,5,134,630,126.0,74,Rfam seed
RF01656,Nematode sRNA ceN72-3_ceN74-2,Gene; sRNA;,13,177,1439,110.7,70,Rfam seed
RF01658,Caenorhabditis snoRNA ceN81,Gene; snRNA; snoRNA; HACA-box;,3,126,376,125.3,90,Rfam seed
RF01659,Caenorhabditis snoRNA ceN86,Gene; snRNA; snoRNA; CD-box;,2,124,246,123.0,78,Rfam seed
RF01660,Nematode snoRNA ceN88,Gene; snRNA; snoRNA; HACA-box;,6,141,841,140.2,89,Rfam seed
RF01661,Caenorhabditis snoRNA ceN92,Gene; snRNA; snoRNA; HACA-box;,4,132,506,126.5,76,Rfam seed
