AC,ID,DE,TP
RF01509,Afu_300,A. fumigatus snoRNA Afu_300,Gene; snRNA; snoRNA; CD-box;
RF01510,MFR,M. florum riboswitch,Cis-reg; riboswitch;
RF01511,Afu_304,A. fumigatus snoRNA Afu_304,Gene; snRNA; snoRNA; CD-box;
RF01512,Afu_309,A. fumigatus sRNA Afu_309,Gene; sRNA;
RF01513,Afu_335,A. fumigatus snoRNA Afu_335,Gene; snRNA; snoRNA; CD-box;
RF01514,Afu_513,A. fumigatus snoRNA Afu_513,Gene; snRNA; snoRNA; CD-box;
RF01515,Afu_514,A. fumigatus snoRNA Afu_514,Gene; snRNA; snoRNA; CD-box;
RF01516,v-snoRNA-1,Human herpesvirus 1 small nucleolar RNA,Gene; snRNA; snoRNA; CD-box;
RF01517,iscRS,iscR stability element,Cis-reg;
RF01518,pRNA,"NoRC associated RNA, pRNA",Gene;
RF01519,CC0196,Caulobacter sRNA CC0196,Gene; sRNA;
RF01520,CC0734,caulobacter sRNA CC0734,Gene; sRNA;
RF01521,CC1840,caulobacter sRNA CC1840,Gene; sRNA;
RF01522,TB10Cs1H1,Trypanosomatid snoRNA TB10Cs1H1,Gene; snRNA; snoRNA; HACA-box;
RF01523,TB10Cs1H2,Trypanosomatid snoRNA TB10Cs1H2,Gene; snRNA; snoRNA; HACA-box;
RF01524,TB10Cs1H3,Trypanosomatid snoRNA TB10cs1H3,Gene; snRNA; snoRNA; HACA-box;
RF01525,TB10Cs2H1,Trypanosomatid snoRNA TB10Cs2H1,Gene; snRNA; snoRNA; HACA-box;
RF01526,ceN106,C. elegans snoRNA ceN106,Gene; snRNA; snoRNA; CD-box;
RF01527,CrfA,Caulobacter sRNA CrfA,Gene; sRNA;
RF01528,CC3513,caulobacter sRNA CC3513,Gene; sRNA;
RF01529,CC3552,Cauldobacter sRNA CC3552,Gene; sRNA;
RF01530,CC3664,Caulobacter sRNA CC3664,Gene; sRNA;
RF01531,TB10Cs3H1,Trypanosomatid snoRNA TB10Cs3H1,Gene; snRNA; snoRNA; HACA-box;
RF01532,TB10Cs3H2,Trypanosomatid snoRNA TB10Cs3H2,Gene; snRNA; snoRNA; HACA-box;
RF01533,TB10Cs4H3,Trypanosomatid snoRNA TB10Cs4H3,Gene; snRNA; snoRNA; HACA-box;
RF01534,TB10Cs4H4,Trypanosomatid snoRNA TB10Cs4H4,Gene; snRNA; snoRNA; HACA-box;
RF01535,TB10Cs5H2,Trypanosomatid snoRNA TB10Cs5H2,Gene; snRNA; snoRNA; HACA-box;
RF01536,TB10Cs5H3,Trypanosomatid snoRNA TB10Cs5H3,Gene; snRNA; snoRNA; HACA-box;
RF01537,TB11Cs2H1,Trypanosomatid snoRNA TB11Cs2H1,Gene; snRNA; snoRNA; HACA-box;
RF01538,TB11Cs3H1,Trypanosomatid snoRNA TB11Cs3H1,Gene; snRNA; snoRNA; HACA-box;
RF01539,TB11Cs4H1,Trypanosomatid snoRNA TB11Cs4H1,Gene; snRNA; snoRNA; HACA-box;
RF01540,TB11Cs4H2,Trypanosomatid snoRNA TB11Cs4H2,Gene; snRNA; snoRNA; HACA-box;
RF01541,TB11Cs4H3,Trypanosomatid snoRNA TB11Cs4H3,Gene; snRNA; snoRNA; HACA-box;
RF01542,TB11Cs5H1,Trypanosomatid snoRNA TB11Cs5H1,Gene; snRNA; snoRNA; HACA-box;
RF01543,TB11Cs5H2,Trypanosomatid snoRNA TB11Cs5H2,Gene; snRNA; snoRNA; HACA-box;
RF01544,TB11Cs5H3,Trypanosomatid snoRNA TB11Cs5H3,Gene; snRNA; snoRNA; HACA-box;
RF01545,TB3Cs2H1,Trypanosomatid snoRNA TB3Cs2H1,Gene; snRNA; snoRNA; HACA-box;
RF01546,TB6Cs1H1,Trypanosomatid snoRNA TB6Cs1H1,Gene; snRNA; snoRNA; HACA-box;
RF01547,TB6Cs1H3,Trypanosomatid snoRNA TB6Cs1H3,Gene; snRNA; snoRNA; HACA-box;
RF01548,TB6Cs1H4,Trypanosomatid snoRNA TB6Cs1H4,Gene; snRNA; snoRNA; HACA-box;
RF01549,TB8Cs2H1,Trypanosomatid snoRNA TB8Cs2H1,Gene; snRNA; snoRNA; HACA-box;
RF01550,TB8Cs3H1,Trypanosomatid snoRNA TB8Cs3H1,Gene; snRNA; snoRNA; HACA-box;
RF01551,TB8Cs4H2,Trypanosomatid snoRNA TB8Cs4H2,Gene; snRNA; snoRNA; HACA-box;
RF01552,TB9Cs1H2,Trypanosomatid snoRNA TB9Cs1H2,Gene; snRNA; snoRNA; HACA-box;
RF01553,TB9Cs1H3,Trypanosomatid snoRNA TB9Cs1H3,Gene; snRNA; snoRNA; HACA-box;
RF01554,TB9Cs2H1,Trypanosomatid snoRNA TB9Cs2H1,Gene; snRNA; snoRNA; HACA-box;
RF01555,TB9Cs3H1,Trypanosomatid snoRNA TB9Cs3H1,Gene; snRNA; snoRNA; HACA-box;
RF01556,TB9Cs3H2,Trypanosomatid snoRNA TB9Cs3H2,Gene; snRNA; snoRNA; HACA-box;
RF01557,TB9Cs4H1,Trypanosomatid snoRNA TB9Cs4H1,Gene; snRNA; snoRNA; HACA-box;
RF01558,TB9Cs4H2,Trypanosomatid snoRNA TB9Cs4H2,Gene; snRNA; snoRNA; HACA-box;
RF01559,DdR1,Dictyostelium snoRNA DdR1,Gene; snRNA; snoRNA; CD-box;
RF01560,DdR10,Dictyostelium snoRNA DdR10,Gene; snRNA; snoRNA; CD-box;
RF01561,DdR11,Dictyostelium snoRNA DdR11,Gene; snRNA; snoRNA; CD-box;
RF01562,DdR12,D. discoideum snoRNA DdR12,Gene; snRNA; snoRNA; CD-box;
RF01563,DdR13,Dictyostelium snoRNA DdR13,Gene; snRNA; snoRNA; CD-box;
RF01564,DdR14,D. discoideum snoRNA DdR14,Gene; snRNA; snoRNA; CD-box;
RF01565,DdR15,Dictyostelium snoRNA DdR15,Gene; snRNA; snoRNA; CD-box;
RF01566,DdR16,Dictyostelium snoRNA DdR16,Gene; snRNA; snoRNA; CD-box;
RF01567,DdR17,D. discoideum snoRNA DdR17,Gene; snRNA; snoRNA; CD-box;
RF01568,DdR18,Dictyostelium snoRNA DdR18,Gene; snRNA; snoRNA; HACA-box;
RF01569,DdR2,Dictyostelium snoRNA DdR2,Gene; snRNA; snoRNA; CD-box;
RF01570,Dictyostelium_SRP,Dictyostelium signal recognition particle,Gene; snRNA;
RF01572,DdR4,Dictyostelium snoRNA DdR4,Gene; snRNA; snoRNA; CD-box;
RF01573,DdR5,Dictyostelium snoRNA DdR5,Gene; snRNA; snoRNA; CD-box;
RF01574,DdR6,Dictyostelium snoRNA DdR6,Gene; snRNA; snoRNA; CD-box;
RF01575,DdR7,Dictyostelium snoRNA Dd7,Gene; snRNA; snoRNA; CD-box;
RF01576,DdR8,D. discoideum snoRNA DdR8,Gene; snRNA; snoRNA; CD-box;
RF01577,RNase_P,Plasmodium RNase_P,Gene; ribozyme;
RF01578,RUF1,Plasmodium RNA of unkown function RUF1,Gene; sRNA;
RF01579,RUF2,Plasmodium RNA of unknown function RUF2,Gene; sRNA;
RF01580,RUF3,Plasmodium RNA of unkown function RU6-F3,Gene; sRNA;
RF01581,RUF6-5,Plasmodium RNA of unknown function RUF6-5,Gene; sRNA;
RF01582,RUF4,RNA of unknown function RUF4,Gene; sRNA;
RF01583,snoR01,small nucleolar RNA snoR01,Gene; snRNA; snoRNA; CD-box;
RF01584,snoR03,small nucleolar RNA snoR03,Gene; snRNA; snoRNA; HACA-box;
RF01585,snoR07,small nucleolar RNA snoR07,Gene; snRNA; snoRNA; CD-box;
RF01586,snoR09,small nucleolar RNA snoR09,Gene; snRNA; snoRNA; CD-box;
RF01587,snoR10,small nucleolar RNA snoR10,Gene; snRNA; snoRNA; CD-box;
RF01588,snoR13,small nucleolar RNA snoR13,Gene; snRNA; snoRNA; CD-box;
RF01589,plasmodium_snoR11,small nucleolar RNA snoR11,Gene; snRNA; snoRNA; HACA-box;
RF01590,plasmodium_snoR14,small nucleolar RNA snoR14,Gene; snRNA; snoRNA; CD-box;
RF01591,snoR15,small nucleolar RNA snoR15,Gene; snRNA; snoRNA; CD-box;
RF01592,plasmodium_snoR17,small nucleolar RNA snoR17,Gene; snRNA; snoRNA; CD-box;
RF01593,plasmodium_snoR16,small nucleolar RNA snoR16,Gene; snRNA; snoRNA; CD-box;
RF01594,snoR18,small nucleolar RNA snoR18,Gene; snRNA; snoRNA; CD-box;
RF01595,snoR19,small nucleolar RNA snoR19,Gene; snRNA; snoRNA; CD-box;
RF01596,plasmodium_snoR20,small nucleolar RNA snoR20,Gene; snRNA; snoRNA; CD-box;
RF01597,snoR22,small nucleolar RNA snoR22,Gene; snRNA; snoRNA; CD-box;
RF01598,snoR23,small nucleolar RNA snoR23,Gene; snRNA; snoRNA; CD-box;
RF01599,plasmodium_snoR24,small nucleolar RNA snoR24,Gene; snRNA; snoRNA; CD-box;
RF01600,snoR25,small nucleolar RNA snoR25,Gene; snRNA; snoRNA; CD-box;
RF01601,plasmodium_snoR26,small nucleolar RNA snoR26,Gene; snRNA; snoRNA; CD-box;
RF01602,plasmodium_snoR27,small nucleolar RNA snoR27,Gene; snRNA; snoRNA; HACA-box;
RF01603,snoR29,small nucleolar RNA snoR29,Gene; snRNA; snoRNA; CD-box;
RF01604,plasmodium_snoR28,small nucleolar RNA snoR28,Gene; snRNA; snoRNA; CD-box;
RF01605,plasmodium_snoR30,small nucleolar RNA snoR30,Gene; snRNA; snoRNA; CD-box;
RF01606,plasmodium_snoR31,small nucleolar RNA snoR31,Gene; snRNA; snoRNA; HACA-box;
RF01607,ceN100,C. elegans snoRNA ceN100,Gene; snRNA; snoRNA; HACA-box;
RF01608,ceN102,Caenorhabditis snoRNA ceN80,Gene; snRNA; snoRNA; HACA-box;
RF01609,ceN103,Caenorhabditis snoRNA ceN103,Gene; snRNA; snoRNA; CD-box;
RF01610,ceN104,Caenorhabditis snoRNA ceN104,Gene; snRNA; snoRNA; HACA-box;
RF01611,ceN108,Caenorhabditis snoRNA ceN108,Gene; snRNA; snoRNA; CD-box;
RF01612,ceN105,Nematode snoRNA ceN105,Gene; snRNA; snoRNA; HACA-box;
RF01613,ceN109,Nematode snoRNA ceN109,Gene; snRNA; snoRNA; CD-box;
RF01614,ceN110,Caenorhabditis snoRNA ceN110,Gene; snRNA; snoRNA; HACA-box;
RF01615,ceN111,Nematode snoRNA ceN111,Gene; snRNA; snoRNA; CD-box;
RF01617,ceN113,Caenorhabditis snoRNA ceN113,Gene; snRNA; snoRNA; CD-box;
RF01618,ceN114,Nematode snoRNA ceN114,Gene; snRNA; snoRNA; CD-box;
RF01619,ceN115,C. elegans sRNA ceN115,Gene; sRNA;
RF01620,ceN125,Nematode snoRNA ceN125,Gene; snRNA; snoRNA; HACA-box;
RF01621,ceN126,Caenorhabditis snoRNA ceN126,Gene; snRNA; snoRNA; HACA-box;
RF01622,ceN22,Nematode snoRNA ceN22,Gene; snRNA; snoRNA; CD-box;
RF01623,ceN23-1,Caenorhabditis sRNA ceN23-1,Gene; sRNA;
RF01624,ceN27,Nematode snoRNA ceN27,Gene; snRNA; snoRNA; CD-box;
RF01625,ceN28,Caenorhabditis snoRNA ceN28,Gene; snRNA; snoRNA; CD-box;
RF01626,ceN30,Caenorhabditis snoRNA ceN30,Gene; snRNA; snoRNA; CD-box;
RF01627,ceN36-1,Nematode snoRNA ceN36-1,Gene; snRNA; snoRNA; HACA-box;
RF01628,ceN38,Caenorhabditis snoRNA ceN38,Gene; snRNA; snoRNA; HACA-box;
RF01629,ceN39,Nematode snoRNA ceN39,Gene; snRNA; snoRNA; HACA-box;
RF01630,ceN40,Nematode snoRNA ceN40,Gene; snRNA; snoRNA; CD-box;
RF01631,ceN41,Caenorhabditis snoRNA ceN41,Gene; snRNA; snoRNA; HACA-box;
RF01632,ceN42,Caenorhabditis snoRNA ceN42,Gene; snRNA; snoRNA; HACA-box;
RF01633,ceN43,Caenorhabditis snoRNA ceN43,Gene; snRNA; snoRNA; HACA-box;
RF01634,ceN44,Caenorhabditis snoRNA ceN44,Gene; snRNA; snoRNA; CD-box;
RF01635,ceN45,Caenorhabditis snoRNA ceN45,Gene; snRNA; snoRNA; HACA-box;
RF01636,ceN46,Caenorhabditis snoRNA ceN46,Gene; snRNA; snoRNA; HACA-box;
RF01637,ceN47,Nematode snoRNA ceN47,Gene; snRNA; snoRNA; CD-box;
RF01638,ceN48,Caenorhabditis snoRNA ceN48,Gene; snRNA; snoRNA; HACA-box;
RF01639,ceN49,Caenorhabditis snoRNA ceN49,Gene; snRNA; snoRNA; HACA-box;
RF01640,ceN51,Caenorhabditis snoRNA ceN51,Gene; snRNA; snoRNA; HACA-box;
RF01641,ceN53,Caenorhabditis snoRNA ceN53,Gene; snRNA; snoRNA; CD-box;
RF01642,ceN54,Caenorhabditis snoRNA ceN54,Gene; snRNA; snoRNA; CD-box;
RF01643,ceN56,Caenorhabditis sRNA ceN56,Gene; sRNA;
RF01644,ceN59,Caenorhabditis snoRNA ceN59,Gene; snRNA; snoRNA; HACA-box;
RF01645,ceN58,Nematode snoRNA ceN58,Gene; snRNA; snoRNA; HACA-box;
RF01646,ceN63,Caenorhabditis snoRNA ceN63,Gene; snRNA; snoRNA; CD-box;
RF01647,ceN61,Caenorhabditis snoRNA ceN61,Gene; snRNA; snoRNA; CD-box;
RF01648,ceN65,Caenorhabditis snoRNA ceN65,Gene; snRNA; snoRNA; CD-box;
RF01649,ceN67,Caenorhabditis snoRNA ceN67,Gene; snRNA; snoRNA; HACA-box;
RF01650,ceN68,Caenorhabditis snoRNA ceN48,Gene; snRNA; snoRNA; HACA-box;
RF01651,ceN69,Caenorhabditis snoRNA ceN69,Gene; snRNA; snoRNA; CD-box;
RF01652,ceN70,Caenorhabditis snoRNA ceN70,Gene; snRNA; snoRNA; CD-box;
RF01653,ceN80,Caenorhabditis snoRNA ceN80,Gene; snRNA; snoRNA; HACA-box;
RF01654,ceN82,Caenorhabditis snoRNA ceN82,Gene; snRNA; snoRNA; HACA-box;
RF01655,ceN84,Caenorhabditis snoRNA ceN84,Gene; snRNA; snoRNA; HACA-box;
RF01656,ceN72-3_ceN74-2,Nematode sRNA ceN72-3_ceN74-2,Gene; sRNA;
RF01658,ceN81,Caenorhabditis snoRNA ceN81,Gene; snRNA; snoRNA; HACA-box;
RF01659,ceN86,Caenorhabditis snoRNA ceN86,Gene; snRNA; snoRNA; CD-box;
RF01660,ceN88,Nematode snoRNA ceN88,Gene; snRNA; snoRNA; HACA-box;
RF01661,ceN92,Caenorhabditis snoRNA ceN92,Gene; snRNA; snoRNA; HACA-box;
RF01662,ceN89,Caenorhabditis snoRNA ceN89,Gene; snRNA; snoRNA; CD-box;
RF01663,ceN93,Caenorhabditis sRNA ceN93,Gene; sRNA;
RF01664,ceN101,Caenorhabditis snoRNA ceN101,Gene; snRNA; snoRNA; HACA-box;
RF01665,P13,Pseudomonas sRNA P13,Gene; sRNA;
RF01666,rox2,Drosophila rox2 ncRNA,Cis-reg;
RF01667,rox1,Drosophila rox1 ncRNA,Cis-reg;
RF01668,P10,Pseudomonas sRNA P10,Gene; sRNA;
RF01669,P14,Pseudomonas sRNA P14,Gene; sRNA;
RF01670,P17,Pseudomonas sRNA P17,Gene; sRNA;
RF01671,P18,Pseudomonas sRNA P18,Gene; sRNA;
RF01672,P2,Psudomonas sRNA P2,Gene; sRNA;
RF01673,PhrS,PhrS,Gene; sRNA;
RF01674,P27,Pseudomonas sRNA P27,Gene; sRNA;
RF01675,CrcZ,Pseudomonas sRNA CrcZ,Gene; sRNA;
RF01676,P31,Pseudomonas sRNA P31,Gene; sRNA;
RF01677,P35,Pseudomonas sRNA P35,Gene; sRNA;
RF01678,P37,Pseudomonas sRNA P37,Gene; sRNA;
RF01679,P36,Pseudomonas sRNA P36,Gene; sRNA;
RF01680,P5,Pseudomonas sRNA P5,Gene; sRNA;
RF01681,P4,Pseudomonas sRNA P4,Gene; sRNA;
RF01682,P8,Pseudomonas sRNA P8,Gene; sRNA;
RF01683,P6,Pseudomonas sRNA P6,Gene; sRNA;
RF01684,mascRNA-menRNA,MALAT1-associated small cytoplasmic RNA/MEN beta RNA,Gene;
RF01685,6S-Flavo,6S-Flavo RNA,Gene; sRNA;
RF01686,Acido-1,Acido-1 RNA,Gene; sRNA;
RF01687,Acido-Lenti-1,Acido-Lenti-1 RNA,Gene; sRNA;
RF01688,Actino-pnp,Actino-pnp RNA,Cis-reg;
RF01689,AdoCbl-variant,AdoCbl variant RNA,Cis-reg; riboswitch;
RF01690,Bacillaceae-1,Bacillaceae-1 RNA,Gene; sRNA;
RF01691,Bacillus-plasmid,Bacillus-plasmid RNA,Gene; sRNA;
RF01692,Bacteroid-trp,Bacteroidete tryptophan peptide leader RNA,Cis-reg; leader;
RF01693,Bacteroidales-1,Bacteroidales-1 6S-Bacteroidales RNA suggested,Gene; sRNA;
RF01694,Bacteroides-1,Bacteroides-1 RNA,Gene; sRNA;
RF01695,C4,C4 antisense RNA,Gene; antisense;
RF01696,Chlorobi-1,Chlorobi-1 RNA,Gene; sRNA;
RF01697,Chlorobi-RRM,Chlorobi-RRM RNA,Cis-reg;
RF01698,Chloroflexi-1,Chloroflexi-1 RNA,Gene; sRNA;
RF01699,Clostridiales-1,Clostridiales-1 RNA,Gene; sRNA;
RF01700,Collinsella-1,Collinsella-1 RNA,Gene; sRNA;
RF01701,Cyano-1,Cyano-1 RNA,Gene; sRNA;
RF01702,Cyano-2,Cyano-2 RNA,Gene; sRNA;
RF01703,Dictyoglomi-1,Dictyoglomi-1 RNA,Gene; sRNA;
RF01704,Glutamine-II,Glutamine-II riboswitch (downstream peptide RNA),Cis-reg; riboswitch;
RF01705,Flavo-1,Flavo-1 RNA,Gene; sRNA;
RF01706,Gut-1,Gut-1 RNA,Gene; sRNA;
RF01707,JUMPstart,JUMPstart RNA,Cis-reg;
RF01708,L17DE,L17 ribosomal protein downstream element,Cis-reg;
RF01709,Lacto-rpoB,Lacto-rpoB RNA,Cis-reg;
RF01710,Lacto-usp,Lacto-usp RNA,Gene; sRNA;
RF01711,Lnt,Lnt RNA,Cis-reg;
RF01712,Methylobacterium-1,Methylobacterium-1 RNA,Gene; sRNA;
RF01713,Moco-II,Moco-II RNA,Cis-reg;
RF01714,Ocean-V,Ocean-V RNA,Gene; sRNA;
RF01715,Pedo-repair,Pedo-repair RNA,Cis-reg;
RF01716,PhotoRC-I,PhotoRC-I RNA,Cis-reg;
RF01717,PhotoRC-II,PhotoRC-II RNA,Cis-reg;
RF01718,Polynucleobacter-1,Polynucleobacter-1 RNA,Gene; sRNA;
RF01719,Pseudomon-1,Pseudomon-1/ErsA RNA,Gene; sRNA;
RF01720,Pseudomon-Rho,Pseudomon-Rho RNA,Cis-reg;
RF01721,Pseudomon-groES,Pseudomon-groES RNA,Cis-reg;
RF01722,Pyrobac-1,Pyrobac-1 RNA,Gene; sRNA;
RF01723,Rhizobiales-2,Rhizobiales-2 RNA,Gene; sRNA;
RF01724,SAM-Chlorobi,SAM-Chlorobi RNA,Cis-reg;
RF01725,SAM-I-IV-variant,SAM-I/IV variant riboswitch,Cis-reg; riboswitch;
RF01726,SAM-II_long_loops,SAM-II long loop,Cis-reg;
RF01727,SAM-SAH,SAM/SAH riboswitch,Cis-reg; riboswitch;
RF01728,STAXI,STAXI RNA,Gene; sRNA;
RF01729,Termite-flg,Termite-flg RNA,Cis-reg;
RF01730,Termite-leu,Termite-leu RNA,Cis-reg;
RF01731,TwoAYGGAY,TwoAYGGAY RNA,Cis-reg;
RF01732,asd,MarS sRNA,Gene; sRNA;
RF01733,atoC,atoC RNA,Cis-reg;
RF01734,Fluoride,Fluoride riboswitch (crcB),Cis-reg; riboswitch;
RF01735,epsC,epsC RNA,Cis-reg;
RF01736,flg-Rhizobiales,flg-Rhizobiales RNA,Cis-reg;
RF01737,flpD,flpD RNA,Cis-reg;
RF01738,gabT,gabT RNA,Cis-reg;
RF01739,glnA,Glutamine riboswitch,Cis-reg; riboswitch;
RF01740,gyrA,gyrA RNA,Cis-reg;
RF01742,lactis-plasmid,lactis-plasmid RNA,Gene; sRNA;
RF01743,leu-phe_leader,leu/phe leader RNA from Lactococcus,Cis-reg; leader;
RF01744,livK,livK RNA,Cis-reg;
RF01745,manA,manA RNA,Cis-reg;
RF01746,mraW,mraW RNA,Cis-reg;
RF01747,msiK,msiK RNA,Cis-reg;
RF01748,nuoG,nuoG RNA,Cis-reg;
RF01749,pan,pan motif,Cis-reg;
RF01750,ZMP-ZTP,ZMP/ZTP riboswitch,Cis-reg; riboswitch;
RF01751,potC,potC RNA,Cis-reg;
RF01752,psaA,psaA RNA,Cis-reg;
RF01753,psbNH,psbNH RNA,Cis-reg;
RF01754,radC,radC RNA,Cis-reg;
RF01755,rmf,rmf RNA,Cis-reg;
RF01756,rne-II,rne-II RNA,Cis-reg;
RF01757,sbcD,sbcD RNA,Gene; sRNA;
RF01758,sucA-II,sucA-II RNA,Cis-reg;
RF01759,sucC,sucC RNA,Cis-reg;
RF01760,traJ-II,traJ-II RNA,Cis-reg;
RF01761,wcaG,wcaG RNA,Cis-reg;
RF01762,whalefall-1,Whalefall-1 RNA,Gene; sRNA;
RF01763,ykkC-III,Guanidine-III riboswitch,Cis-reg;
RF01764,yjdF,yjdF RNA,Cis-reg;
RF01765,srg1,srg1,Gene;
RF01766,cspA,cspA thermoregulator,Cis-reg; thermoregulator;
RF01767,SMK_box_riboswitch,SMK box translational riboswitch (SAM-III),Cis-reg; riboswitch;
RF01768,flavi_FSE,ribosomal frameshift site,Cis-reg; frameshift_element;
RF01769,greA,Enterobacteria greA leader,Cis-reg; leader;
RF01770,rimP,Gammaprotebacteria rimP leader,Cis-reg; leader;
RF01771,rnk_leader,Enterobacteria rnk leader,Cis-reg; leader;
RF01772,rnk_pseudo,Pseudomonas rnk leader,Cis-reg; leader;
RF01773,rpsL_pseudo,Pseudomonas rpsL leader,Cis-reg; leader;
RF01774,rpsL_ricks,Rickettsia rpsL leader,Cis-reg; leader;
RF01775,RsaOG,RNA S.aureus Orsay G,Gene; sRNA;
RF01776,RatA,RNA anti-toxin A,Gene; antitoxin;
RF01778,Evf-2_5p,Embryonic ventral forebrain-2 long ncRNA,Gene; lncRNA;
RF01779,AS1726,AS1726 sRNA,Gene;
RF01780,AS1890,AS1890 sRNA,Gene;
RF01781,ASdes,ASdes TB sRNA,Gene; sRNA;
RF01782,ASpks,ASpks TB sRNA,Gene; antisense;
RF01783,b55,Mycobacterium B11,Gene; sRNA;
RF01784,bablM,bablM sRNA,Gene; sRNA;
RF01785,blv_FSE,ribosomal frameshift site,Cis-reg; frameshift_element;
RF01786,c-di-GMP-II,Cyclic di-GMP-II riboswitch,Cis-reg; riboswitch;
RF01787,drz-agam-1,drz-agam-1 ribozyme,Gene; ribozyme;
RF01788,drz-agam-2-2,drz-agam-2-2 ribozyme,Gene; ribozyme;
RF01789,EBER1,Epstein-Barr virus EBER1,Gene; sRNA;
RF01790,htlv_FSE,ribosomal frameshift site,Cis-reg; frameshift_element;
RF01791,F6,F6 TB sRNA,Gene; sRNA;
RF01792,eiav_FSE,ribosomal frameshift site,Cis-reg; frameshift_element;
RF01793,ffh,ffh sRNA,Gene; sRNA;
RF01794,sok,sok antitoxin (CssrC),Gene; antitoxin;
RF01795,FourU,FourU thermometer RNA element,Cis-reg; thermoregulator;
RF01796,frnS,Fumarate/nitrate reductase regulator sRNA,Gene; sRNA;
RF01797,fstAT,Fst antitoxin sRNA,Gene; antitoxin;
RF01798,g2,G2,Gene;
RF01800,gadd7,growth arrested DNA-damage inducible gene 7,Gene; lncRNA;
RF01802,HSUR,Herpesvirus saimiri U RNA1/RNA2,Gene; snRNA;
RF01803,GABA3,Editing element of GABA-3 exon 9,Cis-reg;
RF01804,Lambda_thermo,Lambda phage CIII thermoregulator element,Cis-reg; thermoregulator;
RF01807,GIR1,GIR1 branching ribozyme,Gene; ribozyme;
RF01808,MicX,MicX Vibrio cholerae sRNA,Gene; sRNA;
RF01809,symR,SymR antitoxin,Gene; antitoxin;
RF01810,pntA,pntA sRNA,Gene; sRNA;
RF01811,PtaRNA1,Plasmid transferred anti-sense RNA,Gene; antitoxin;
RF01812,Pxr,Pxr regulatory sRNA,Gene; sRNA;
RF01813,rdlD,rdlD antitoxin,Gene; antitoxin;
RF01814,rhtB,rhtB sRNA,Gene; sRNA;
RF01815,rpsB,rpsB sRNA,Gene; sRNA;
RF01816,RsaA,RNA Staph. aureus A,Gene; sRNA;
RF01817,RsaB,RNA Staph. aureus A,Gene; sRNA;
RF01818,RsaC,RNA Staph. aureus C,Gene; sRNA;
RF01819,RsaD,RNA Staph. aureus D,Gene; sRNA;
RF01820,RsaE,RNA Staph. aureus E (RoxS),Gene; sRNA;
RF01821,RsaH,RNA Staph. aureus H,Gene; sRNA;
RF01822,RsaJ,RNA Staph. aureus A,Gene; sRNA;
RF01823,rspL,rpsL sRNA,Gene; sRNA;
RF01824,RUF20,RNA of unknown function 20,Gene;
RF01825,RUF21,RNA of unknown function 21,Gene;
RF01826,SAM_V,SAM-V riboswitch,Cis-reg; riboswitch;
RF01827,SAR11_0636,SAR11_0636 sRNA,Gene; sRNA;
RF01828,SprD,Small pathogenicity island RNA D,Gene; sRNA;
RF01829,sR6,sR6 snoRNA,Gene; snRNA; snoRNA; CD-box;
RF01830,StyR-44,Salmonella enterica Typhi npcRNA 44,Gene;
RF01831,THF,THF riboswitch,Cis-reg; riboswitch;
RF01832,ROSE_2,Repression of heat shock gene expression (ROSE) element,Cis-reg; thermoregulator;
RF01833,astro_FSE,ribosomal frameshift site,Cis-reg; frameshift_element;
RF01834,fiv_FSE,ribosomal frameshift site,Cis-reg; frameshift_element;
RF01835,HIV_FS2,ribosomal frameshift site,Cis-reg; frameshift_element;
RF01836,weev_FSE,ribosomal frameshift site,Cis-reg; frameshift_element;
RF01837,toga_FSE,togavirus ribosomal frameshift element,Cis-reg; frameshift_element;
RF01838,sobemo_FSE,sobemovirus ribosomal frameshift elemental,Cis-reg; frameshift_element;
RF01839,eeev_FSE,eastern equine encephalitis ribosomal frameshift element,Cis-reg; frameshift_element;
RF01840,ovine_lenti_FSE,ribosomal frameshift element,Cis-reg; frameshift_element;
RF01841,veev_FSE,venezuelan equine encephalitis virus ribosomal frameshift element,Cis-reg; frameshift_element;
RF01842,mycoplasma_FSE,mycoplasma ribosomal frameshift element,Cis-reg; frameshift_element;
RF01843,neisseria_FSE,neiserria ribosomal frameshift element,Cis-reg; frameshift_element;
RF01844,SmY,SmY spliceosomal RNA,Gene; snRNA; splicing;
RF01845,enod40,Early nodulin 40,Gene;
RF01846,Fungi_U3,Fungal small nucleolar RNA U3,Gene; snRNA; snoRNA; CD-box;
RF01847,Plant_U3,Plant small nucleolar RNA U3,Gene; snRNA; snoRNA; CD-box;
RF01848,ACEA_U3,ACEA small nucleolar RNA U3,Gene; snRNA; snoRNA; CD-box;
RF01849,alpha_tmRNA,Alphaproteobacteria transfer-messenger RNA,Gene;
RF01850,beta_tmRNA,Betaproteobacteria transfer-messenger RNA,Gene;
RF01851,cyano_tmRNA,Cyanobacteria transfer-messenger RNA,Gene;
RF01852,tRNA-Sec,Selenocysteine transfer RNA,Gene; tRNA;
RF01853,mtDNA_ssA,Mitochondrial DNA control region secondary structure A,Gene; antisense;
RF01854,Bacteria_large_SRP,Bacterial large signal recognition particle RNA,Gene;
RF01855,Plant_SRP,Plant signal recognition particle RNA,Gene;
RF01856,Protozoa_SRP,Protozoan signal recognition particle RNA,Gene;
RF01857,Archaea_SRP,Archaeal signal recognition particle RNA,Gene;
RF01858,RsaF,RNA Staph. aureus F,Gene; sRNA;
